1 1 21.7835 
4 2 21.7835 
9 3 21.7835 
16 4 21.7835 
25 5 21.7835 
36 6 21.7835 
49 7 21.7835 
64 8 21.7835 
81 9 21.7835 
100 10 21.7835 
121 11 21.7835 
144 12 21.7835 
169 13 21.7835 
196 14 21.7835 
225 15 21.7835 
256 16 21.7835 
289 17 21.7835 
324 18 21.7835 
361 19 21.7835 
400 20 21.7835 
441 21 21.7835 
484 22 21.7835 
529 23 21.7835 
576 24 21.7835 
625 25 21.7835 
676 26 21.7835 
729 27 21.7835 
784 28 21.7835 
841 29 21.7835 
900 30 21.7835 
961 31 21.7835 
1024 32 21.7835 
1089 33 21.7835 
1156 34 7.76182 
1225 35 7.76182 
1296 36 71.7776 
1369 37 71.7776 
1444 38 71.7776 
1521 39 71.7776 
1600 40 71.7776 
1681 41 71.7776 
1764 42 71.7776 
1849 43 71.7776 
1936 44 71.7776 
2025 45 71.7776 
2116 46 71.7776 
2209 47 71.7776 
2304 48 71.7776 
2401 49 71.7776 
2500 50 71.7776 
2601 51 71.7776 
2704 52 71.7776 
2809 53 71.7776 
2916 54 71.7776 
3025 55 71.7776 
3136 56 71.7776 
3249 57 71.7776 
3364 58 71.7776 
3481 59 71.7776 
3600 60 71.7776 
3721 61 71.7776 
3844 62 71.7776 
3969 63 71.7776 
4096 64 71.7776 
4225 65 71.7776 
4356 66 71.7776 
4489 67 71.7776 
4624 68 71.7776 
4761 69 71.7776 
4900 70 71.7776 
5041 71 71.7776 
5184 72 71.7776 
5329 73 71.7776 
5476 74 71.7776 
5625 75 71.7776 
5776 76 71.7776 
5929 77 71.7776 
6084 78 71.7776 
6241 79 71.7776 
6400 80 71.7776 
6561 81 71.7776 
6724 82 71.7776 
6889 83 71.7776 
7056 84 71.7776 
7225 85 71.7776 
7396 86 71.7776 
7569 87 71.7776 
7744 88 71.7776 
7921 89 71.7776 
8100 90 71.7776 
8281 91 71.7776 
8464 92 71.7776 
8649 93 71.7776 
8836 94 71.7776 
9025 95 71.7776 
9216 96 71.7776 
9409 97 71.7776 
9604 98 71.7776 
9801 99 71.7776 
10000 100 71.7776 
