1.07093 0.720749 1.02579 0.815323 1.62969 1.50064 1.97949 0.995646 1.5266 0.842081 1.08683 1.66067 1.19248 
0.991284 0.668575 0.979263 1.07963 0.873791 1.33368 1.75115 0.818082 1.00233 0.966812 0.926047 0.889977 0.966486 
1.10441 1.85065 1.04407 1.06742 1.46871 2.89473 3.40573 0.84809 1.3275 0.674577 1.01886 1.64634 0.885285 
1.19021 0.602465 1.05566 0.752476 1.07482 1.88148 1.27203 0.660275 1.62474 0.90736 0.997025 2.0168 1.19566 
1.2054 0.761055 0.948154 0.746299 0.878811 1.21999 1.07431 1.58776 0.705963 5.95685 1.07858 1.4331 1.53098 
1.05948 2.4218 0.957283 1.15839 0.897272 1.288 1.38054 0.540335 0.894777 0.949874 1.91416 1.24757 16.9918 
1.11531 -1.71529 1.01556 0.958839 1.4377 1.15927 1.30391 1.13813 1.58693 0.713298 1.15604 1.51225 1.09521 
1.26601 10.1364 0.866884 0.5673 0.823859 1.75713 1.19008 0.570348 1.90607 1.45285 1.13005 1.45847 1.54628 
1.13407 0.834436 1.05397 1.21529 0.982894 0.949991 1.02159 1.5141 1.7253 1.81591 1.01456 1.71607 2.31912 
1.16544 2.10121 0.862721 0.860839 0.985698 1.55862 1.86541 1.35237 1.10397 8.22941 1.15702 1.35926 1.34129 
1.07638 0.669893 1.02378 0.808634 1.29903 1.59217 3.06925 1.11094 1.0828 5.50001 0.841429 1.74099 2.4655 
0.94453 0.649939 1.069 0.725382 1.11502 1.43783 1.55683 0.556845 1.15227 0.364698 0.872089 1.50232 1.08716 
1.03422 0.560715 1.24556 0.93241 0.78103 0.882892 0.961945 1.97925 1.81333 6.25265 1.20059 1.5685 0.895992 
1.02636 0.602058 0.921073 0.839154 0.86695 1.61626 0.970838 0.997221 0.834458 1.50206 0.988094 1.05079 1.03124 
1.0951 1.34665 1.03309 1.24426 1.05061 0.868372 3.56534 0.940928 1.52524 0.984851 1.33012 1.11733 1.41362 
1.07852 0.691662 1.13371 1.04045 1.16191 1.51122 1.79137 3.13847 1.07241 0.598689 1.52736 0.883275 2.54139 
1.0234 -4.22626 1.01539 0.911931 0.859924 1.22954 1.52713 0.809009 0.902953 -8.42333 0.916313 0.902448 1.06721 
1.15095 0.452999 1.28471 0.814804 1.19435 1.2636 0.722012 1.52621 0.545487 0.982745 1.61366 1.00194 2.25207 
0.96493 2.6514 1.41408 0.865217 1.26956 1.2551 0.919443 0.593993 0.598723 1.07035 1.03241 0.92776 0.744268 
0.933924 0.516762 0.817798 0.65969 1.00115 0.867945 1.78487 0.949431 0.972703 1.22621 1.16647 0.677371 -15.485 
1.02894 0.836482 1.07148 0.706505 1.20642 1.06107 5.93011 0.981006 3.68382 0.702257 1.18155 1.70178 0.932048 
1.06817 1.25529 1.13233 0.902745 0.980921 1.55024 1.54363 0.639586 0.819367 0.859871 0.991384 1.05331 1.04443 
